;Sentiment;Text Tweet;step01;tokens;final_tokens;step02
100;positive;Keren bang flm lo @radityadika persahabatan, keluarga dan cinta kentel banget. Tokoh pemain pas semua keren bang;keren bang flm lo radityadika persahabatan keluarga dan cinta kentel banget tokoh pemain pas semua keren bang;['keren', 'bang', 'flm', 'lo', 'radityadika', 'persahabatan', 'keluarga', 'dan', 'cinta', 'kentel', 'banget', 'tokoh', 'pemain', 'pas', 'semua', 'keren', 'bang'];['keren', 'bang', 'flm', 'lo', 'radityadika', 'persahabatan', 'keluarga', 'dan', 'cinta', 'kentel', 'banget', 'tokoh', 'pemain', 'pas', 'semua', 'keren', 'bang'];keren bang flm lo radityadika persahabatan keluarga dan cinta kentel banget tokoh pemain pas semua keren bang
101;positive;Habis nonton film Kong: Skull Island 2017. Lumayan greget filmnya, 7.5 deh.. layak buat nobar;habis nonton film kong skull island   lumayan greget filmnya     deh layak buat nobar;['habis', 'nonton', 'film', 'kong', 'skull', 'island', 'lumayan', 'greget', 'filmnya', 'deh', 'layak', 'buat', 'nobar'];['habis', 'nonton', 'film', 'kong', 'skull', 'island', 'lumayan', 'greget', 'filmnya', 'deh', 'layak', 'buat', 'nobar'];habis nonton film kong skull island lumayan greget filmnya deh layak buat nobar
102;positive;Bravo untuk #filmkartini! Pemainnya bagus, sudut pandang ceritanya pun menarik. Film yang penting untuk ditonton perempuan dan juga lelaki.;bravo untuk pemainnya bagus sudut pandang ceritanya pun menarik film yang penting untuk ditonton perempuan dan juga lelaki;['bravo', 'untuk', 'pemainnya', 'bagus', 'sudut', 'pandang', 'ceritanya', 'pun', 'menarik', 'film', 'yang', 'penting', 'untuk', 'ditonton', 'perempuan', 'dan', 'juga', 'lelaki'];['bravo', 'untuk', 'pemainnya', 'bagus', 'sudut', 'pandang', 'ceritanya', 'pun', 'menarik', 'film', 'yang', 'penting', 'untuk', 'ditonton', 'perempuan', 'dan', 'juga', 'lelaki'];bravo untuk pemainnya bagus sudut pandang ceritanya pun menarik film yang penting untuk ditonton perempuan dan juga lelaki
103;positive;Abis nonton film #kartini. Bagussss bgt! Dr awal sampe akhir haruuuu;abis nonton film bagussss bgt dr awal sampe akhir haruuuu;['abis', 'nonton', 'film', 'bagussss', 'bgt', 'dr', 'awal', 'sampe', 'akhir', 'haruuuu'];['abis', 'nonton', 'film', 'bagussss', 'bgt', 'dr', 'awal', 'sampe', 'akhir', 'haruuuu'];abis nonton film bagussss bgt dr awal sampe akhir haruuuu
104;positive;#RomanHarusBertahan bangga menyukai film yg mengandung bnyak makna sperti ini.. @RompisRepost @LayarDrama_RCTI;bangga menyukai film yg mengandung bnyak makna sperti ini rompisrepost layardrama_rcti;['bangga', 'menyukai', 'film', 'yg', 'mengandung', 'bnyak', 'makna', 'sperti', 'ini', 'rompisrepost', 'layardrama_rcti'];['bangga', 'menyukai', 'film', 'yg', 'mengandung', 'bnyak', 'makna', 'sperti', 'ini', 'rompisrepost', 'layardrama_rcti'];bangga menyukai film yg mengandung bnyak makna sperti ini rompisrepost layardrama_rcti
105;positive;Tiga kata untuk film #danur : cukup, dramatis dan laris.;tiga kata untuk film cukup dramatis dan laris;['tiga', 'kata', 'untuk', 'film', 'cukup', 'dramatis', 'dan', 'laris'];['tiga', 'kata', 'untuk', 'film', 'cukup', 'dramatis', 'dan', 'laris'];tiga kata untuk film cukup dramatis dan laris
106;positive;Film kartini.. Meski aku agak telat nontonnya. film ini bagus banget...kalian sukses mendeliver cerita dan pesan.. good job guys... ;film kartini meski aku agak telat nontonnya film ini bagus banget kalian sukses mendeliver cerita dan pesan good job guys;['film', 'kartini', 'meski', 'aku', 'agak', 'telat', 'nontonnya', 'film', 'ini', 'bagus', 'banget', 'kalian', 'sukses', 'mendeliver', 'cerita', 'dan', 'pesan', 'good', 'job', 'guys'];['film', 'kartini', 'meski', 'aku', 'agak', 'telat', 'nontonnya', 'film', 'ini', 'bagus', 'banget', 'kalian', 'sukses', 'mendeliver', 'cerita', 'dan', 'pesan', 'good', 'job', 'guys'];film kartini meski aku agak telat nontonnya film ini bagus banget kalian sukses mendeliver cerita dan pesan good job guys
107;positive;Aku menangis di akhir film kartini #banggafilmindonesia;aku menangis di akhir film kartini;['aku', 'menangis', 'di', 'akhir', 'film', 'kartini'];['aku', 'menangis', 'di', 'akhir', 'film', 'kartini'];aku menangis di akhir film kartini
108;positive;pokoknya kalian harus nonton film kartini, asli KEREN ! @LegacyPictures @Hanungbramantyo nonton di bioskop ya, bikinnya susah loh;pokoknya kalian harus nonton film kartini asli keren legacypictures hanungbramantyo nonton di bioskop ya bikinnya susah loh;['pokoknya', 'kalian', 'harus', 'nonton', 'film', 'kartini', 'asli', 'keren', 'legacypictures', 'hanungbramantyo', 'nonton', 'di', 'bioskop', 'ya', 'bikinnya', 'susah', 'loh'];['pokoknya', 'kalian', 'harus', 'nonton', 'film', 'kartini', 'asli', 'keren', 'legacypictures', 'hanungbramantyo', 'nonton', 'di', 'bioskop', 'ya', 'bikinnya', 'susah', 'loh'];pokoknya kalian harus nonton film kartini asli keren legacypictures hanungbramantyo nonton di bioskop ya bikinnya susah loh
109;positive;film divergent seru-_- ah kenapa udh selesai sih-,-;film divergent seru _ ah kenapa udh selesai sih;['film', 'divergent', 'seru', '_', 'ah', 'kenapa', 'udh', 'selesai', 'sih'];['film', 'divergent', 'seru', '_', 'ah', 'kenapa', 'udh', 'selesai', 'sih'];film divergent seru _ ah kenapa udh selesai sih
110;positive;Tentang Get Out. kalo masih ada, cepetan nonton. mending nonton ini dulu daripada Fast Furious 8 http://tz.ucweb.com/4_OaOo ;tentang get out kalo masih ada cepetan nonton mending nonton ini dulu daripada fast furious   tz ucweb com_oaoo;['tentang', 'get', 'out', 'kalo', 'masih', 'ada', 'cepetan', 'nonton', 'mending', 'nonton', 'ini', 'dulu', 'daripada', 'fast', 'furious', 'tz', 'ucweb', 'com_oaoo'];['tentang', 'get', 'out', 'kalo', 'masih', 'ada', 'cepetan', 'nonton', 'mending', 'nonton', 'ini', 'dulu', 'daripada', 'fast', 'furious', 'tz', 'ucweb', 'com_oaoo'];tentang get out kalo masih ada cepetan nonton mending nonton ini dulu daripada fast furious tz ucweb com_oaoo
111;positive;Saya suka video @YouTube http://youtu.be/JxTmtJ0Fc2U?a  TRAILER FILM THE GUYS (di bioskop 13 April 2017);saya suka video youtube youtu be trailer film the guys di bioskop <date>;['saya', 'suka', 'video', 'youtube', 'youtu', 'be', 'trailer', 'film', 'the', 'guys', 'di', 'bioskop', '<', 'date', '>'];['saya', 'suka', 'video', 'youtube', 'youtu', 'be', 'trailer', 'film', 'the', 'guys', 'di', 'bioskop', '<', 'date', '>'];saya suka video youtube youtu be trailer film the guys di bioskop < date >
112;positive;Agak kebanyakan nangis2nya untuk selera saya, tapi secara keseluruhan sy kagum dengan film #Kartini.;agak kebanyakan nangisnya untuk selera saya tapi secara keseluruhan sy kagum dengan film;['agak', 'kebanyakan', 'nangisnya', 'untuk', 'selera', 'saya', 'tapi', 'secara', 'keseluruhan', 'sy', 'kagum', 'dengan', 'film'];['agak', 'kebanyakan', 'nangisnya', 'untuk', 'selera', 'saya', 'tapi', 'secara', 'keseluruhan', 'sy', 'kagum', 'dengan', 'film'];agak kebanyakan nangisnya untuk selera saya tapi secara keseluruhan sy kagum dengan film
113;positive;thank you buat mas @awisuryadi dan tim yg uda buat Danur. film nya keren banget.buat tmn2 yg belum nonton, silakan ditonton. rekomended.;thank you buat mas awisuryadi dan tim yg uda buat danur film nya keren banget buat tmn yg belum nonton silakan ditonton rekomended;['thank', 'you', 'buat', 'mas', 'awisuryadi', 'dan', 'tim', 'yg', 'uda', 'buat', 'danur', 'film', 'nya', 'keren', 'banget', 'buat', 'tmn', 'yg', 'belum', 'nonton', 'silakan', 'ditonton', 'rekomended'];['thank', 'you', 'buat', 'mas', 'awisuryadi', 'dan', 'tim', 'yg', 'uda', 'buat', 'danur', 'film', 'nya', 'keren', 'banget', 'buat', 'tmn', 'yg', 'belum', 'nonton', 'silakan', 'ditonton', 'rekomended'];thank you buat mas awisuryadi dan tim yg uda buat danur film nya keren banget buat tmn yg belum nonton silakan ditonton rekomended
114;positive;#DANUR film horor Indonesia terlaris sepanjang masa dengan 2.690.000 penonton sejak tayang 30 Maret 2017. #ManojPunjabi #DanurMovie;film horor indonesia terlaris sepanjang masa dengan       penonton sejak tayang   maret  ;['film', 'horor', 'indonesia', 'terlaris', 'sepanjang', 'masa', 'dengan', 'penonton', 'sejak', 'tayang', 'maret'];['film', 'horor', 'indonesia', 'terlaris', 'sepanjang', 'masa', 'dengan', 'penonton', 'sejak', 'tayang', 'maret'];film horor indonesia terlaris sepanjang masa dengan penonton sejak tayang maret
115;positive;Bertambah lagi film Indonesia yang bakal jadi favorite. Ya, #CriticalEleven setelah baca buku & nonton. Gak kecewa. Sama2 Bagus @ikanatassa;bertambah lagi film indonesia yang bakal jadi favorite ya setelah baca buku nonton gak kecewa sama bagus ikanatassa;['bertambah', 'lagi', 'film', 'indonesia', 'yang', 'bakal', 'jadi', 'favorite', 'ya', 'setelah', 'baca', 'buku', 'nonton', 'gak', 'kecewa', 'sama', 'bagus', 'ikanatassa'];['bertambah', 'lagi', 'film', 'indonesia', 'yang', 'bakal', 'jadi', 'favorite', 'ya', 'setelah', 'baca', 'buku', 'nonton', 'gak', 'kecewa', 'sama', 'bagus', 'ikanatassa'];bertambah lagi film indonesia yang bakal jadi favorite ya setelah baca buku nonton gak kecewa sama bagus ikanatassa
116;positive;nah ini. coba nonton filmnya deh. asik parah ;nah ini coba nonton filmnya deh asik parah;['nah', 'ini', 'coba', 'nonton', 'filmnya', 'deh', 'asik', 'parah'];['nah', 'ini', 'coba', 'nonton', 'filmnya', 'deh', 'asik', 'parah'];nah ini coba nonton filmnya deh asik parah
117;positive;Nonton Get Out bener2 gk punya ekspektasi apa2, cuma tertarik karna ini filmnya Jordan Peele, dan puas!! Keren parah, film sakit jiwa ini.;nonton get out bener gk punya ekspektasi apa cuma tertarik karna ini filmnya jordan peele dan puas keren parah film sakit jiwa ini;['nonton', 'get', 'out', 'bener', 'gk', 'punya', 'ekspektasi', 'apa', 'cuma', 'tertarik', 'karna', 'ini', 'filmnya', 'jordan', 'peele', 'dan', 'puas', 'keren', 'parah', 'film', 'sakit', 'jiwa', 'ini'];['nonton', 'get', 'out', 'bener', 'gk', 'punya', 'ekspektasi', 'apa', 'cuma', 'tertarik', 'karna', 'ini', 'filmnya', 'jordan', 'peele', 'dan', 'puas', 'keren', 'parah', 'film', 'sakit', 'jiwa', 'ini'];nonton get out bener gk punya ekspektasi apa cuma tertarik karna ini filmnya jordan peele dan puas keren parah film sakit jiwa ini
118;positive;Kalo lagi nyari film comedy, ini recomended nih... Lucu parah! Asli! ;kalo lagi nyari film comedy ini recomended nih lucu parah asli;['kalo', 'lagi', 'nyari', 'film', 'comedy', 'ini', 'recomended', 'nih', 'lucu', 'parah', 'asli'];['kalo', 'lagi', 'nyari', 'film', 'comedy', 'ini', 'recomended', 'nih', 'lucu', 'parah', 'asli'];kalo lagi nyari film comedy ini recomended nih lucu parah asli
119;positive;Cek tread ini aja, Film gak terkenal yang ternyata asik di tonton - https://kask.us/hezsL  banyak nemu film bagus disini.;cek tread ini aja film gak terkenal yang ternyata asik di tonton kask ushezsl banyak nemu film bagus disini;['cek', 'tread', 'ini', 'aja', 'film', 'gak', 'terkenal', 'yang', 'ternyata', 'asik', 'di', 'tonton', 'kask', 'ushezsl', 'banyak', 'nemu', 'film', 'bagus', 'disini'];['cek', 'tread', 'ini', 'aja', 'film', 'gak', 'terkenal', 'yang', 'ternyata', 'asik', 'di', 'tonton', 'kask', 'ushezsl', 'banyak', 'nemu', 'film', 'bagus', 'disini'];cek tread ini aja film gak terkenal yang ternyata asik di tonton kask ushezsl banyak nemu film bagus disini
120;positive;Sekarang lagi ada film yang bagus banget di bioskop. Judulnya Ziarah. Film Indonesia yang patut diapresiasi.;sekarang lagi ada film yang bagus banget di bioskop judulnya ziarah film indonesia yang patut diapresiasi;['sekarang', 'lagi', 'ada', 'film', 'yang', 'bagus', 'banget', 'di', 'bioskop', 'judulnya', 'ziarah', 'film', 'indonesia', 'yang', 'patut', 'diapresiasi'];['sekarang', 'lagi', 'ada', 'film', 'yang', 'bagus', 'banget', 'di', 'bioskop', 'judulnya', 'ziarah', 'film', 'indonesia', 'yang', 'patut', 'diapresiasi'];sekarang lagi ada film yang bagus banget di bioskop judulnya ziarah film indonesia yang patut diapresiasi
121;positive;Critical eleven film yang bagus. Dari cerita, pemain sampai gambarnya, semuanya bagus. Puas banget dah nontonnya.;critical eleven film yang bagus dari cerita pemain sampai gambarnya semuanya bagus puas banget dah nontonnya;['critical', 'eleven', 'film', 'yang', 'bagus', 'dari', 'cerita', 'pemain', 'sampai', 'gambarnya', 'semuanya', 'bagus', 'puas', 'banget', 'dah', 'nontonnya'];['critical', 'eleven', 'film', 'yang', 'bagus', 'dari', 'cerita', 'pemain', 'sampai', 'gambarnya', 'semuanya', 'bagus', 'puas', 'banget', 'dah', 'nontonnya'];critical eleven film yang bagus dari cerita pemain sampai gambarnya semuanya bagus puas banget dah nontonnya
122;positive;Film Ziarah sangat layak ditonton. Pengen peluk sutradaranya yang sukses mengarahkan pemeran mbah Sri - peran umur 95 thn.;film ziarah sangat layak ditonton pengen peluk sutradaranya yang sukses mengarahkan pemeran mbah sri peran umur   thn;['film', 'ziarah', 'sangat', 'layak', 'ditonton', 'pengen', 'peluk', 'sutradaranya', 'yang', 'sukses', 'mengarahkan', 'pemeran', 'mbah', 'sri', 'peran', 'umur', 'thn'];['film', 'ziarah', 'sangat', 'layak', 'ditonton', 'pengen', 'peluk', 'sutradaranya', 'yang', 'sukses', 'mengarahkan', 'pemeran', 'mbah', 'sri', 'peran', 'umur', 'thn'];film ziarah sangat layak ditonton pengen peluk sutradaranya yang sukses mengarahkan pemeran mbah sri peran umur thn
123;positive;Dan akhirnya setelah nunggu setahun mulai juga ni film #KantiniDHijabers;dan akhirnya setelah nunggu setahun mulai juga ni film;['dan', 'akhirnya', 'setelah', 'nunggu', 'setahun', 'mulai', 'juga', 'ni', 'film'];['dan', 'akhirnya', 'setelah', 'nunggu', 'setahun', 'mulai', 'juga', 'ni', 'film'];dan akhirnya setelah nunggu setahun mulai juga ni film
124;positive;Satu satunya film indonesia yg gue tunggu bgt buat di tonton. Setelah liat filmnya lgsg gagal moveon. Pgn nnton lagiii #CriticalEleven;satu satunya film indonesia yg gue tunggu bgt buat di tonton setelah liat filmnya lgsg gagal moveon pgn nnton lagiii;['satu', 'satunya', 'film', 'indonesia', 'yg', 'gue', 'tunggu', 'bgt', 'buat', 'di', 'tonton', 'setelah', 'liat', 'filmnya', 'lgsg', 'gagal', 'moveon', 'pgn', 'nnton', 'lagiii'];['satu', 'satunya', 'film', 'indonesia', 'yg', 'gue', 'tunggu', 'bgt', 'buat', 'di', 'tonton', 'setelah', 'liat', 'filmnya', 'lgsg', 'gagal', 'moveon', 'pgn', 'nnton', 'lagiii'];satu satunya film indonesia yg gue tunggu bgt buat di tonton setelah liat filmnya lgsg gagal moveon pgn nnton lagiii
125;positive;Tp rasa bangga-nya pasti akan berkali2 lipat kalo film perdananya bisa meledak di pasaran dan tercatat menjadi film terlaris.;tp rasa bangga nya pasti akan berkali lipat kalo film perdananya bisa meledak di pasaran dan tercatat menjadi film terlaris;['tp', 'rasa', 'bangga', 'nya', 'pasti', 'akan', 'berkali', 'lipat', 'kalo', 'film', 'perdananya', 'bisa', 'meledak', 'di', 'pasaran', 'dan', 'tercatat', 'menjadi', 'film', 'terlaris'];['tp', 'rasa', 'bangga', 'nya', 'pasti', 'akan', 'berkali', 'lipat', 'kalo', 'film', 'perdananya', 'bisa', 'meledak', 'di', 'pasaran', 'dan', 'tercatat', 'menjadi', 'film', 'terlaris'];tp rasa bangga nya pasti akan berkali lipat kalo film perdananya bisa meledak di pasaran dan tercatat menjadi film terlaris
126;positive;@CenayangFilm mbah, cucumu barusan nonton Night Bus. gila, keren gini ya. tinggal dikit lagi layarnya di bandung mbah, kasian :(;cenayangfilm mbah cucumu barusan nonton night bus gila keren gini ya tinggal dikit lagi layarnya di bandung mbah kasian;['cenayangfilm', 'mbah', 'cucumu', 'barusan', 'nonton', 'night', 'bus', 'gila', 'keren', 'gini', 'ya', 'tinggal', 'dikit', 'lagi', 'layarnya', 'di', 'bandung', 'mbah', 'kasian'];['cenayangfilm', 'mbah', 'cucumu', 'barusan', 'nonton', 'night', 'bus', 'gila', 'keren', 'gini', 'ya', 'tinggal', 'dikit', 'lagi', 'layarnya', 'di', 'bandung', 'mbah', 'kasian'];cenayangfilm mbah cucumu barusan nonton night bus gila keren gini ya tinggal dikit lagi layarnya di bandung mbah kasian
127;positive;film indonesia terbaik tahun lalu yang saya tonton. #ziarah diputar di bioskop 18 mei 2017. catat di hape, tonton di hari pertamanya.;film indonesia terbaik tahun lalu yang saya tonton diputar di bioskop   mei   catat di hape tonton di hari pertamanya;['film', 'indonesia', 'terbaik', 'tahun', 'lalu', 'yang', 'saya', 'tonton', 'diputar', 'di', 'bioskop', 'mei', 'catat', 'di', 'hape', 'tonton', 'di', 'hari', 'pertamanya'];['film', 'indonesia', 'terbaik', 'tahun', 'lalu', 'yang', 'saya', 'tonton', 'diputar', 'di', 'bioskop', 'mei', 'catat', 'di', 'hape', 'tonton', 'di', 'hari', 'pertamanya'];film indonesia terbaik tahun lalu yang saya tonton diputar di bioskop mei catat di hape tonton di hari pertamanya
128;positive;Dari awal sampe akhir kagum banget sama film the guys raditya dkk kocak banget @cinema21 @sorayafilms #21TheGuysQuiz;dari awal sampe akhir kagum banget sama film the guys raditya dkk kocak banget cinema sorayafilms;['dari', 'awal', 'sampe', 'akhir', 'kagum', 'banget', 'sama', 'film', 'the', 'guys', 'raditya', 'dkk', 'kocak', 'banget', 'cinema', 'sorayafilms'];['dari', 'awal', 'sampe', 'akhir', 'kagum', 'banget', 'sama', 'film', 'the', 'guys', 'raditya', 'dkk', 'kocak', 'banget', 'cinema', 'sorayafilms'];dari awal sampe akhir kagum banget sama film the guys raditya dkk kocak banget cinema sorayafilms
129;positive;Papa mama aku juga ikut nonton , mereka termasuk critical sm Film Indonesia,mereka blg film ini Bagus sekali :) terimakasi @Hanungbramantyo;papa mama aku juga ikut nonton mereka termasuk critical sm film indonesia mereka blg film ini bagus sekali terimakasi hanungbramantyo;['papa', 'mama', 'aku', 'juga', 'ikut', 'nonton', 'mereka', 'termasuk', 'critical', 'sm', 'film', 'indonesia', 'mereka', 'blg', 'film', 'ini', 'bagus', 'sekali', 'terimakasi', 'hanungbramantyo'];['papa', 'mama', 'aku', 'juga', 'ikut', 'nonton', 'mereka', 'termasuk', 'critical', 'sm', 'film', 'indonesia', 'mereka', 'blg', 'film', 'ini', 'bagus', 'sekali', 'terimakasi', 'hanungbramantyo'];papa mama aku juga ikut nonton mereka termasuk critical sm film indonesia mereka blg film ini bagus sekali terimakasi hanungbramantyo
130;positive;Sumpah film danur bagus banget. yg ini nihh baru dapat film yang kenyataan bener,..seru bikin ngageting #DanurMovie;sumpah film danur bagus banget yg ini nihh baru dapat film yang kenyataan bener seru bikin ngageting;['sumpah', 'film', 'danur', 'bagus', 'banget', 'yg', 'ini', 'nihh', 'baru', 'dapat', 'film', 'yang', 'kenyataan', 'bener', 'seru', 'bikin', 'ngageting'];['sumpah', 'film', 'danur', 'bagus', 'banget', 'yg', 'ini', 'nihh', 'baru', 'dapat', 'film', 'yang', 'kenyataan', 'bener', 'seru', 'bikin', 'ngageting'];sumpah film danur bagus banget yg ini nihh baru dapat film yang kenyataan bener seru bikin ngageting
131;positive;Buat yg udah nonton The Guys. Pilihan nonton di @cinema21 lainnya adalah #Unlocked film action yg seru. Cocok buat nemenin pas long weekend.;buat yg udah nonton the guys pilihan nonton di cinema lainnya adalah film action yg seru cocok buat nemenin pas long weekend;['buat', 'yg', 'udah', 'nonton', 'the', 'guys', 'pilihan', 'nonton', 'di', 'cinema', 'lainnya', 'adalah', 'film', 'action', 'yg', 'seru', 'cocok', 'buat', 'nemenin', 'pas', 'long', 'weekend'];['buat', 'yg', 'udah', 'nonton', 'the', 'guys', 'pilihan', 'nonton', 'di', 'cinema', 'lainnya', 'adalah', 'film', 'action', 'yg', 'seru', 'cocok', 'buat', 'nemenin', 'pas', 'long', 'weekend'];buat yg udah nonton the guys pilihan nonton di cinema lainnya adalah film action yg seru cocok buat nemenin pas long weekend
132;positive;Nonton Film The Guys. Filmnya ngakak Abis ada sedihnya juga film dengan paket yg komplit hehehehe Sukses terus @radityadika;nonton film the guys filmnya ngakak abis ada sedihnya juga film dengan paket yg komplit hehehehe sukses terus radityadika;['nonton', 'film', 'the', 'guys', 'filmnya', 'ngakak', 'abis', 'ada', 'sedihnya', 'juga', 'film', 'dengan', 'paket', 'yg', 'komplit', 'hehehehe', 'sukses', 'terus', 'radityadika'];['nonton', 'film', 'the', 'guys', 'filmnya', 'ngakak', 'abis', 'ada', 'sedihnya', 'juga', 'film', 'dengan', 'paket', 'yg', 'komplit', 'hehehehe', 'sukses', 'terus', 'radityadika'];nonton film the guys filmnya ngakak abis ada sedihnya juga film dengan paket yg komplit hehehehe sukses terus radityadika
133;positive;Sumpah ini film bagus bngt! Nonton berkali-kali gapernah bosen film the guys sangat menginspirasi tnx bang udah buat film ini @radityadika;sumpah ini film bagus bngt nonton berkali kali gapernah bosen film the guys sangat menginspirasi tnx bang udah buat film ini radityadika;['sumpah', 'ini', 'film', 'bagus', 'bngt', 'nonton', 'berkali', 'kali', 'gapernah', 'bosen', 'film', 'the', 'guys', 'sangat', 'menginspirasi', 'tnx', 'bang', 'udah', 'buat', 'film', 'ini', 'radityadika'];['sumpah', 'ini', 'film', 'bagus', 'bngt', 'nonton', 'berkali', 'kali', 'gapernah', 'bosen', 'film', 'the', 'guys', 'sangat', 'menginspirasi', 'tnx', 'bang', 'udah', 'buat', 'film', 'ini', 'radityadika'];sumpah ini film bagus bngt nonton berkali kali gapernah bosen film the guys sangat menginspirasi tnx bang udah buat film ini radityadika
134;positive;Kalo belom nonton Kartini harus banget sih nonton! Sama film korea judulnya Obsessed tp 18+++ huehe ();kalo belom nonton kartini harus banget sih nonton sama film korea judulnya obsessed tp   huehe;['kalo', 'belom', 'nonton', 'kartini', 'harus', 'banget', 'sih', 'nonton', 'sama', 'film', 'korea', 'judulnya', 'obsessed', 'tp', 'huehe'];['kalo', 'belom', 'nonton', 'kartini', 'harus', 'banget', 'sih', 'nonton', 'sama', 'film', 'korea', 'judulnya', 'obsessed', 'tp', 'huehe'];kalo belom nonton kartini harus banget sih nonton sama film korea judulnya obsessed tp huehe
135;positive;Nangis itu gegara nonton film kartini (1982) yang epic banget.;nangis itu gegara nonton film kartini   yang epic banget;['nangis', 'itu', 'gegara', 'nonton', 'film', 'kartini', 'yang', 'epic', 'banget'];['nangis', 'itu', 'gegara', 'nonton', 'film', 'kartini', 'yang', 'epic', 'banget'];nangis itu gegara nonton film kartini yang epic banget
136;positive;Dan film ZIARAH ini muatannya berlapis. Tentang hidup, tentang cinta, tentang sejarah, tentang misteri, banyak sekali yang bisa disimak.;dan film ziarah ini muatannya berlapis tentang hidup tentang cinta tentang sejarah tentang misteri banyak sekali yang bisa disimak;['dan', 'film', 'ziarah', 'ini', 'muatannya', 'berlapis', 'tentang', 'hidup', 'tentang', 'cinta', 'tentang', 'sejarah', 'tentang', 'misteri', 'banyak', 'sekali', 'yang', 'bisa', 'disimak'];['dan', 'film', 'ziarah', 'ini', 'muatannya', 'berlapis', 'tentang', 'hidup', 'tentang', 'cinta', 'tentang', 'sejarah', 'tentang', 'misteri', 'banyak', 'sekali', 'yang', 'bisa', 'disimak'];dan film ziarah ini muatannya berlapis tentang hidup tentang cinta tentang sejarah tentang misteri banyak sekali yang bisa disimak
137;positive;"90.4| Film ""Kartini"" bisa ditonton oleh semua umur. Karena film ini selain menghibur juga mendidik dan menginspirasi #FFF";    film kartini bisa ditonton oleh semua umur karena film ini selain menghibur juga mendidik dan menginspirasi;['film', 'kartini', 'bisa', 'ditonton', 'oleh', 'semua', 'umur', 'karena', 'film', 'ini', 'selain', 'menghibur', 'juga', 'mendidik', 'dan', 'menginspirasi'];['film', 'kartini', 'bisa', 'ditonton', 'oleh', 'semua', 'umur', 'karena', 'film', 'ini', 'selain', 'menghibur', 'juga', 'mendidik', 'dan', 'menginspirasi'];film kartini bisa ditonton oleh semua umur karena film ini selain menghibur juga mendidik dan menginspirasi
138;positive;Film sejarah, jarang sekali di negara ini. Jika membaca sejarah saja kita enggan setidaknya tontonlah filmnya @Hanungbramantyo Kartini;film sejarah jarang sekali di negara ini jika membaca sejarah saja kita enggan setidaknya tontonlah filmnya hanungbramantyo kartini;['film', 'sejarah', 'jarang', 'sekali', 'di', 'negara', 'ini', 'jika', 'membaca', 'sejarah', 'saja', 'kita', 'enggan', 'setidaknya', 'tontonlah', 'filmnya', 'hanungbramantyo', 'kartini'];['film', 'sejarah', 'jarang', 'sekali', 'di', 'negara', 'ini', 'jika', 'membaca', 'sejarah', 'saja', 'kita', 'enggan', 'setidaknya', 'tontonlah', 'filmnya', 'hanungbramantyo', 'kartini'];film sejarah jarang sekali di negara ini jika membaca sejarah saja kita enggan setidaknya tontonlah filmnya hanungbramantyo kartini
139;positive;Pengerjaan film #Kartini terasa sangat sungguh2. Baik dari pemain maupun produksi. Selamat ya, Mas @Hanungbramantyo;pengerjaan film terasa sangat sungguh baik dari pemain maupun produksi selamat ya mas hanungbramantyo;['pengerjaan', 'film', 'terasa', 'sangat', 'sungguh', 'baik', 'dari', 'pemain', 'maupun', 'produksi', 'selamat', 'ya', 'mas', 'hanungbramantyo'];['pengerjaan', 'film', 'terasa', 'sangat', 'sungguh', 'baik', 'dari', 'pemain', 'maupun', 'produksi', 'selamat', 'ya', 'mas', 'hanungbramantyo'];pengerjaan film terasa sangat sungguh baik dari pemain maupun produksi selamat ya mas hanungbramantyo
140;positive;Lapor mbah @CenayangFilm film ini keren. Worth to watch. Syukur2 bisa instrospeksi diri abis nonton.;lapor mbah cenayangfilm film ini keren worth to watch syukur bisa instrospeksi diri abis nonton;['lapor', 'mbah', 'cenayangfilm', 'film', 'ini', 'keren', 'worth', 'to', 'watch', 'syukur', 'bisa', 'instrospeksi', 'diri', 'abis', 'nonton'];['lapor', 'mbah', 'cenayangfilm', 'film', 'ini', 'keren', 'worth', 'to', 'watch', 'syukur', 'bisa', 'instrospeksi', 'diri', 'abis', 'nonton'];lapor mbah cenayangfilm film ini keren worth to watch syukur bisa instrospeksi diri abis nonton
141;positive;thanks for today @andibowooo :-* film #TheBossBaby bagus banget dapet feel nya dari lucu, ketawa , amazing pokonya ;thanks for today andibowooo film bagus banget dapet feel nya dari lucu ketawa amazing pokonya;['thanks', 'for', 'today', 'andibowooo', 'film', 'bagus', 'banget', 'dapet', 'feel', 'nya', 'dari', 'lucu', 'ketawa', 'amazing', 'pokonya'];['thanks', 'for', 'today', 'andibowooo', 'film', 'bagus', 'banget', 'dapet', 'feel', 'nya', 'dari', 'lucu', 'ketawa', 'amazing', 'pokonya'];thanks for today andibowooo film bagus banget dapet feel nya dari lucu ketawa amazing pokonya
142;positive;Film Ziarah teramat sangat keren. Bangga. Layak dapat Oscar...;film ziarah teramat sangat keren bangga layak dapat oscar;['film', 'ziarah', 'teramat', 'sangat', 'keren', 'bangga', 'layak', 'dapat', 'oscar'];['film', 'ziarah', 'teramat', 'sangat', 'keren', 'bangga', 'layak', 'dapat', 'oscar'];film ziarah teramat sangat keren bangga layak dapat oscar
