;Sentiment;Text Tweet;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
139;1;Mantap deh <PROVIDER_NAME>. Cuma isi pulsa 25ribu dapat bonus paket data 3GB. Terimakasih juga <PROVIDER_NAME> atas pelayanannya. <PROVIDER_NAME> #mantapjiwa;mantap deh provider_name cuma isi pulsa 2 5 ribu dapat bonus paket data 3 gb terimakasih juga provider_name atas pelayanannya provider_name hashtag mantap jiwa hashtag;['mantap', 'deh', 'provider_name', 'cuma', 'isi', 'pulsa', '2', '5', 'ribu', 'dapat', 'bonus', 'paket', 'data', '3', 'gb', 'terimakasih', 'juga', 'provider_name', 'atas', 'pelayanannya', 'provider_name', 'hashtag', 'mantap', 'jiwa', 'hashtag'];['mantap', 'deh', 'provider_name', 'cuma', 'isi', 'pulsa', '2', '5', 'ribu', 'dapat', 'bonus', 'paket', 'data', '3', 'gb', 'terimakasih', 'juga', 'provider_name', 'atas', 'pelayanannya', 'provider_name', 'hashtag', 'mantap', 'jiwa', 'hashtag'];['mantap', 'deh', 'provider_name', 'isi', 'pulsa', '2', '5', 'ribu', 'bonus', 'paket', 'data', '3', 'gb', 'terimakasih', 'provider_name', 'pelayanannya', 'provider_name', 'hashtag', 'mantap', 'jiwa', 'hashtag'];mantap deh provider_name isi pulsa 2 5 ribu bonus paket data 3 gb terimakasih provider_name pelayanannya provider_name hashtag mantap jiwa hashtag;mantap deh provider name isi pulsa 2 5 ribu bonus paket data 3 gb terimakasih provider name layan provider name hashtag mantap jiwa hashtag
140;1;terimakasih paket data sudah aktif  dan normal. terimakasih <PROVIDER_NAME> cukup puas dengan pelayanannya. <PROVIDER_NAME> <PROVIDER_NAME>;terimakasih paket data sudah aktif dan normal terimakasih provider_name cukup puas dengan pelayanannya provider_name provider_name;['terimakasih', 'paket', 'data', 'sudah', 'aktif', 'dan', 'normal', 'terimakasih', 'provider_name', 'cukup', 'puas', 'dengan', 'pelayanannya', 'provider_name', 'provider_name'];['terimakasih', 'paket', 'data', 'sudah', 'aktif', 'dan', 'normal', 'terimakasih', 'provider_name', 'cukup', 'puas', 'dengan', 'pelayanannya', 'provider_name', 'provider_name'];['terimakasih', 'paket', 'data', 'aktif', 'normal', 'terimakasih', 'provider_name', 'puas', 'pelayanannya', 'provider_name', 'provider_name'];terimakasih paket data aktif normal terimakasih provider_name puas pelayanannya provider_name provider_name;terimakasih paket data aktif normal terimakasih provider name puas layan provider name provider name
141;1;banyak Perusahaan melupakan hal ini & banyak konsumen menghapus pesan tanpa membacanya menyalahkan padahal sudah diingatkan thanks <PROVIDER_NAME> ;banyak perusahaan melupakan hal ini banyak konsumen menghapus pesan tanpa membacanya menyalahkan padahal sudah diingatkan thanks provider_name;['banyak', 'perusahaan', 'melupakan', 'hal', 'ini', 'banyak', 'konsumen', 'menghapus', 'pesan', 'tanpa', 'membacanya', 'menyalahkan', 'padahal', 'sudah', 'diingatkan', 'thanks', 'provider_name'];['banyak', 'perusahaan', 'melupakan', 'hal', 'ini', 'banyak', 'konsumen', 'menghapus', 'pesan', 'tanpa', 'membacanya', 'menyalahkan', 'padahal', 'sudah', 'diingatkan', 'thanks', 'provider_name'];['perusahaan', 'melupakan', 'konsumen', 'menghapus', 'pesan', 'membacanya', 'menyalahkan', 'thanks', 'provider_name'];perusahaan melupakan konsumen menghapus pesan membacanya menyalahkan thanks provider_name;usaha lupa konsumen hapus pesan baca salah thanks provider name
142;1;Terima kasih <PROVIDER_NAME> !! <PROVIDER_NAME>;terima kasih provider_name repeated provider_name;['terima', 'kasih', 'provider_name', 'repeated', 'provider_name'];['terima', 'kasih', 'provider_name', 'repeated', 'provider_name'];['terima', 'kasih', 'provider_name', 'repeated', 'provider_name'];terima kasih provider_name repeated provider_name;terima kasih provider name repeated provider name
143;1;Hore....<PROVIDER_NAME> Ada sinyal.....thanks <PROVIDER_NAME> .... <PROVIDER_NAME> ;hore repeated provider_name ada sinyal repeated thanks provider_name repeated provider_name;['hore', 'repeated', 'provider_name', 'ada', 'sinyal', 'repeated', 'thanks', 'provider_name', 'repeated', 'provider_name'];['hore', 'repeated', 'provider_name', 'ada', 'sinyal', 'repeated', 'thanks', 'provider_name', 'repeated', 'provider_name'];['hore', 'repeated', 'provider_name', 'sinyal', 'repeated', 'thanks', 'provider_name', 'repeated', 'provider_name'];hore repeated provider_name sinyal repeated thanks provider_name repeated provider_name;hore repeated provider name sinyal repeated thanks provider name repeated provider name
144;1;Alhamdulillah sambil nunggu subuh bisa melihat lantunan Adhan Styles dari Mekah dan Madinah dengan jelas karena paket Internet <PROVIDER_NAME> saya bagus;alhamdulillah sambil nunggu subuh bisa melihat lantunan adhan styles dari mekah dan madinah dengan jelas karena paket internet provider_name saya bagus;['alhamdulillah', 'sambil', 'nunggu', 'subuh', 'bisa', 'melihat', 'lantunan', 'adhan', 'styles', 'dari', 'mekah', 'dan', 'madinah', 'dengan', 'jelas', 'karena', 'paket', 'internet', 'provider_name', 'saya', 'bagus'];['syukur', 'sambil', 'nunggu', 'subuh', 'bisa', 'melihat', 'lantunan', 'adhan', 'styles', 'dari', 'mekah', 'dan', 'madinah', 'dengan', 'jelas', 'karena', 'paket', 'internet', 'provider_name', 'saya', 'bagus'];['syukur', 'nunggu', 'subuh', 'lantunan', 'adhan', 'styles', 'mekah', 'madinah', 'paket', 'internet', 'provider_name', 'bagus'];syukur nunggu subuh lantunan adhan styles mekah madinah paket internet provider_name bagus;syukur nunggu subuh lantun adhan styles mekah madinah paket internet provider name bagus
145;1;Dengan <PROVIDER_NAME> juga bisa lihat youtube selama setahun tanpa kuota, makin keren aja. ;dengan provider_name juga bisa lihat youtube selama setahun tanpa kuota makin keren aja;['dengan', 'provider_name', 'juga', 'bisa', 'lihat', 'youtube', 'selama', 'setahun', 'tanpa', 'kuota', 'makin', 'keren', 'aja'];['dengan', 'provider_name', 'juga', 'bisa', 'lihat', 'youtube', 'selama', 'setahun', 'tanpa', 'kuota', 'makin', 'keren', 'saja'];['provider_name', 'lihat', 'youtube', 'setahun', 'kuota', 'keren'];provider_name lihat youtube setahun kuota keren;provider name lihat youtube tahun kuota keren
146;1;Dengan jaringan 4G super cepat dari <PROVIDER_NAME> smartphone kamu terus terkoneksi dan bisa pantau aktivitas di sosial media :;dengan jaringan 4 super cepat dari provider_name smartphone kamu terus terkoneksi dan bisa pantau aktivitas di sosial media;['dengan', 'jaringan', '4', 'super', 'cepat', 'dari', 'provider_name', 'smartphone', 'kamu', 'terus', 'terkoneksi', 'dan', 'bisa', 'pantau', 'aktivitas', 'di', 'sosial', 'media'];['dengan', 'jaringan', '4', 'super', 'cepat', 'dari', 'provider_name', 'smartphone', 'kamu', 'terus', 'terkoneksi', 'dan', 'bisa', 'pantau', 'aktivitas', 'di', 'sosial', 'media'];['jaringan', '4', 'super', 'cepat', 'provider_name', 'smartphone', 'terkoneksi', 'pantau', 'aktivitas', 'sosial', 'media'];jaringan 4 super cepat provider_name smartphone terkoneksi pantau aktivitas sosial media;jaring 4 super cepat provider name smartphone koneksi pantau aktivitas sosial media
147;1;Menggunakan medsos harus sebijak mungkin. Apalagi ada fasilitas makin oke kayak FB gratis 30MB & free YouTube/Yonder/Genflix dari <PROVIDER_NAME>;menggunakan medsos harus sebijak mungkin apalagi ada fasilitas makin oke kayak fb gratis 3 0 mb free youtube yonder genflix dari provider_name;['menggunakan', 'medsos', 'harus', 'sebijak', 'mungkin', 'apalagi', 'ada', 'fasilitas', 'makin', 'oke', 'kayak', 'fb', 'gratis', '3', '0', 'mb', 'free', 'youtube', 'yonder', 'genflix', 'dari', 'provider_name'];['menggunakan', 'medsos', 'harus', 'sebijak', 'mungkin', 'apalagi', 'ada', 'fasilitas', 'makin', 'oke', 'kayak', 'fb', 'gratis', '3', '0', 'mb', 'free', 'youtube', 'yonder', 'genflix', 'dari', 'provider_name'];['medsos', 'sebijak', 'fasilitas', 'oke', 'kayak', 'fb', 'gratis', '3', '0', 'mb', 'free', 'youtube', 'yonder', 'genflix', 'provider_name'];medsos sebijak fasilitas oke kayak fb gratis 3 0 mb free youtube yonder genflix provider_name;medsos bijak fasilitas oke kayak fb gratis 3 0 mb free youtube yonder genflix provider name
148;1;pagi itu, menyegarkan mata selain lari2 kecil, bisa juga dengan nikmatin internet, atau nelpon yang super murah, suara jernih pake <PROVIDER_NAME>. gitu!;pagi itu menyegarkan mata selain lari2 kecil bisa juga dengan nikmatin internet atau nelpon yang super murah suara jernih pake provider_name gitu;['pagi', 'itu', 'menyegarkan', 'mata', 'selain', 'lari2', 'kecil', 'bisa', 'juga', 'dengan', 'nikmatin', 'internet', 'atau', 'nelpon', 'yang', 'super', 'murah', 'suara', 'jernih', 'pake', 'provider_name', 'gitu'];['pagi', 'itu', 'menyegarkan', 'mata', 'selain', 'lari2', 'kecil', 'bisa', 'juga', 'dengan', 'nikmatin', 'internet', 'atau', 'nelpon', 'yang', 'super', 'murah', 'suara', 'jernih', 'pakai', 'provider_name', 'gitu'];['pagi', 'menyegarkan', 'mata', 'lari2', 'nikmatin', 'internet', 'nelpon', 'super', 'murah', 'suara', 'jernih', 'pakai', 'provider_name', 'gitu'];pagi menyegarkan mata lari2 nikmatin internet nelpon super murah suara jernih pakai provider_name gitu;pagi segar mata lari2 nikmatin internet nelpon super murah suara jernih pakai provider name gitu
149;1;Buka puasa sambil streaming di YouTube lancar banget pake <PROVIDER_NAME>, jadi makin setia sama <PROVIDER_NAME>.;buka puasa sambil streaming di youtube lancar banget pake provider_name jadi makin setia sama provider_name;['buka', 'puasa', 'sambil', 'streaming', 'di', 'youtube', 'lancar', 'banget', 'pake', 'provider_name', 'jadi', 'makin', 'setia', 'sama', 'provider_name'];['buka', 'puasa', 'sambil', 'streaming', 'di', 'youtube', 'lancar', 'banget', 'pakai', 'provider_name', 'jadi', 'makin', 'setia', 'sama', 'provider_name'];['buka', 'puasa', 'streaming', 'youtube', 'lancar', 'banget', 'pakai', 'provider_name', 'setia', 'provider_name'];buka puasa streaming youtube lancar banget pakai provider_name setia provider_name;buka puasa streaming youtube lancar banget pakai provider name setia provider name
150;1;Selain jaringan 4G <PROVIDER_NAME> yang sangat luas temanku juga bisa nelpon ke operator lain secara gratis & suaranya juga jernih banget;selain jaringan 4 provider_name yang sangat luas temanku juga bisa nelpon ke operator lain secara gratis suaranya juga jernih banget;['selain', 'jaringan', '4', 'provider_name', 'yang', 'sangat', 'luas', 'temanku', 'juga', 'bisa', 'nelpon', 'ke', 'operator', 'lain', 'secara', 'gratis', 'suaranya', 'juga', 'jernih', 'banget'];['selain', 'jaringan', '4', 'provider_name', 'yang', 'sangat', 'luas', 'temanku', 'juga', 'bisa', 'nelpon', 'ke', 'operator', 'lain', 'secara', 'gratis', 'suaranya', 'juga', 'jernih', 'banget'];['jaringan', '4', 'provider_name', 'luas', 'temanku', 'nelpon', 'operator', 'gratis', 'suaranya', 'jernih', 'banget'];jaringan 4 provider_name luas temanku nelpon operator gratis suaranya jernih banget;jaring 4 provider name luas teman nelpon operator gratis suara jernih banget
151;1;Koneksi internet <PROVIDER_NAME> yg lancar sangat  membantu saya dalam menyelesaikan pekerjaaan di hari Jumat sebelum weekend.;koneksi internet provider_name yg lancar sangat membantu saya dalam menyelesaikan pekerjaan elongated di hari jumat sebelum weekend;['koneksi', 'internet', 'provider_name', 'yg', 'lancar', 'sangat', 'membantu', 'saya', 'dalam', 'menyelesaikan', 'pekerjaan', 'elongated', 'di', 'hari', 'jumat', 'sebelum', 'weekend'];['koneksi', 'internet', 'provider_name', 'yang', 'lancar', 'sangat', 'membantu', 'saya', 'dalam', 'menyelesaikan', 'pekerjaan', 'elongated', 'di', 'hari', 'jumat', 'sebelum', 'weekend'];['koneksi', 'internet', 'provider_name', 'lancar', 'membantu', 'menyelesaikan', 'pekerjaan', 'elongated', 'jumat', 'weekend'];koneksi internet provider_name lancar membantu menyelesaikan pekerjaan elongated jumat weekend;koneksi internet provider name lancar bantu selesai kerja elongated jumat weekend
152;0;ayo penuhi viralkan keras #Boikot<PROVIDER_NAME>! Nomor sy nomer <PROVIDER_NAME> cantik dr th2007 lgsg sy buang!Jgn main2 dg umat Islam yg brsatu;ayo penuhi viralkan keras hashtag boikot hashtag provider_name nomor sy nomer provider_name cantik dr th2007 lgsg sy buang jgn main2 dg umat islam yg brsatu;['ayo', 'penuhi', 'viralkan', 'keras', 'hashtag', 'boikot', 'hashtag', 'provider_name', 'nomor', 'sy', 'nomer', 'provider_name', 'cantik', 'dr', 'th2007', 'lgsg', 'sy', 'buang', 'jgn', 'main2', 'dg', 'umat', 'islam', 'yg', 'brsatu'];['ayo', 'penuhi', 'viralkan', 'keras', 'hashtag', 'boikot', 'hashtag', 'provider_name', 'nomor', 'saya', 'nomer', 'provider_name', 'cantik', 'dari', 'th2007', 'langsung', 'saya', 'buang', 'jangan', 'main2', 'dengan', 'umat', 'islam', 'yang', 'brsatu'];['ayo', 'penuhi', 'viralkan', 'keras', 'hashtag', 'boikot', 'hashtag', 'provider_name', 'nomor', 'nomer', 'provider_name', 'cantik', 'th2007', 'langsung', 'buang', 'main2', 'umat', 'islam', 'brsatu'];ayo penuhi viralkan keras hashtag boikot hashtag provider_name nomor nomer provider_name cantik th2007 langsung buang main2 umat islam brsatu;ayo penuh viralkan keras hashtag boikot hashtag provider name nomor nomer provider name cantik th2007 langsung buang main2 umat islam brsatu
153;0;AYO BUANG KARTU <PROVIDER_NAME> ! #Ruh212 <URL>;allcaps ayo buang kartu allcaps provider_name hashtag ruh 212 hashtag allcaps url allcaps;['allcaps', 'ayo', 'buang', 'kartu', 'allcaps', 'provider_name', 'hashtag', 'ruh', '212', 'hashtag', 'allcaps', 'url', 'allcaps'];['allcaps', 'ayo', 'buang', 'kartu', 'allcaps', 'provider_name', 'hashtag', 'ruh', '212', 'hashtag', 'allcaps', 'url', 'allcaps'];['allcaps', 'ayo', 'buang', 'kartu', 'allcaps', 'provider_name', 'hashtag', 'ruh', '212', 'hashtag', 'allcaps', 'url', 'allcaps'];allcaps ayo buang kartu allcaps provider_name hashtag ruh 212 hashtag allcaps url allcaps;allcaps ayo buang kartu allcaps provider name hashtag ruh 212 hashtag allcaps url allcaps
154;0;Selama ini saya pake <PROVIDER_NAME>, Insya Allah setelah paket yang sekarang kuotanya habis saya akan ganti operator lain #Boikot<PROVIDER_NAME>;selama ini saya pake provider_name insya allah setelah paket yang sekarang kuotanya habis saya akan ganti operator lain hashtag boikot hashtag provider_name;['selama', 'ini', 'saya', 'pake', 'provider_name', 'insya', 'allah', 'setelah', 'paket', 'yang', 'sekarang', 'kuotanya', 'habis', 'saya', 'akan', 'ganti', 'operator', 'lain', 'hashtag', 'boikot', 'hashtag', 'provider_name'];['selama', 'ini', 'saya', 'pakai', 'provider_name', 'insya', 'allah', 'setelah', 'paket', 'yang', 'sekarang', 'kuotanya', 'habis', 'saya', 'akan', 'ganti', 'operator', 'lain', 'hashtag', 'boikot', 'hashtag', 'provider_name'];['pakai', 'provider_name', 'insya', 'allah', 'paket', 'kuotanya', 'habis', 'ganti', 'operator', 'hashtag', 'boikot', 'hashtag', 'provider_name'];pakai provider_name insya allah paket kuotanya habis ganti operator hashtag boikot hashtag provider_name;pakai provider name insya allah paket kuota habis ganti operator hashtag boikot hashtag provider name
155;0;CEO <PROVIDER_NAME> harus bertanggung jawab. Sudah ada counter perdana HP berhenti jual perdana <PROVIDER_NAME> #Boikot<PROVIDER_NAME>;allcaps ceo allcaps provider_name harus bertanggung jawab sudah ada counter perdana hp berhenti jual perdana provider_name hashtag boikot hashtag provider_name;['allcaps', 'ceo', 'allcaps', 'provider_name', 'harus', 'bertanggung', 'jawab', 'sudah', 'ada', 'counter', 'perdana', 'hp', 'berhenti', 'jual', 'perdana', 'provider_name', 'hashtag', 'boikot', 'hashtag', 'provider_name'];['allcaps', 'ceo', 'allcaps', 'provider_name', 'harus', 'bertanggung', 'jawab', 'sudah', 'ada', 'counter', 'perdana', 'hp', 'berhenti', 'jual', 'perdana', 'provider_name', 'hashtag', 'boikot', 'hashtag', 'provider_name'];['allcaps', 'ceo', 'allcaps', 'provider_name', 'bertanggung', 'counter', 'perdana', 'hp', 'berhenti', 'jual', 'perdana', 'provider_name', 'hashtag', 'boikot', 'hashtag', 'provider_name'];allcaps ceo allcaps provider_name bertanggung counter perdana hp berhenti jual perdana provider_name hashtag boikot hashtag provider_name;allcaps ceo allcaps provider name tanggung counter perdana hp henti jual perdana provider name hashtag boikot hashtag provider name
156;0;Biar jadi pelajaran buat yang lain... Saya tidak akan pernah pakai produk <PROVIDER_NAME>!!! #Boikot<PROVIDER_NAME>;biar jadi pelajaran buat yang lain repeated saya tidak akan pernah pakai produk provider_name repeated hashtag boikot hashtag provider_name;['biar', 'jadi', 'pelajaran', 'buat', 'yang', 'lain', 'repeated', 'saya', 'tidak', 'akan', 'pernah', 'pakai', 'produk', 'provider_name', 'repeated', 'hashtag', 'boikot', 'hashtag', 'provider_name'];['biar', 'jadi', 'pelajaran', 'buat', 'yang', 'lain', 'repeated', 'saya', 'tidak', 'akan', 'pernah', 'pakai', 'produk', 'provider_name', 'repeated', 'hashtag', 'boikot', 'hashtag', 'provider_name'];['biar', 'pelajaran', 'repeated', 'pakai', 'produk', 'provider_name', 'repeated', 'hashtag', 'boikot', 'hashtag', 'provider_name'];biar pelajaran repeated pakai produk provider_name repeated hashtag boikot hashtag provider_name;biar ajar repeated pakai produk provider name repeated hashtag boikot hashtag provider name
157;0;kenapa pada boikot <PROVIDER_NAME> ya #Boikot<PROVIDER_NAME> mungkin karena sering nyedot pulsa ga tau dipake apa, sms 1 bayar 1000 cuma buat bonus maksa;kenapa pada boikot provider_name ya hashtag boikot hashtag provider_name mungkin karena sering nyedot pulsa ga tau dipake apa sms number bayar number cuma buat bonus maksa;['kenapa', 'pada', 'boikot', 'provider_name', 'ya', 'hashtag', 'boikot', 'hashtag', 'provider_name', 'mungkin', 'karena', 'sering', 'nyedot', 'pulsa', 'ga', 'tau', 'dipake', 'apa', 'sms', 'number', 'bayar', 'number', 'cuma', 'buat', 'bonus', 'maksa'];['kenapa', 'pada', 'boikot', 'provider_name', 'iya', 'hashtag', 'boikot', 'hashtag', 'provider_name', 'mungkin', 'karena', 'sering', 'nyedot', 'pulsa', 'tidak', 'tau', 'dipakai', 'apa', 'sms', 'number', 'bayar', 'number', 'cuma', 'buat', 'bonus', 'maksa'];['boikot', 'provider_name', 'iya', 'hashtag', 'boikot', 'hashtag', 'provider_name', 'nyedot', 'pulsa', 'tau', 'dipakai', 'sms', 'number', 'bayar', 'number', 'bonus', 'maksa'];boikot provider_name iya hashtag boikot hashtag provider_name nyedot pulsa tau dipakai sms number bayar number bonus maksa;boikot provider name iya hashtag boikot hashtag provider name nyedot pulsa tau pakai sms number bayar number bonus maksa
158;1;Lumayan #Speedtest Jaringan 4G/LTE <PROVIDER_NAME> Area Tarogong #Garut cukup memuaskan <PROVIDER_NAME> <URL>;lumayan hashtag speedtest hashtag jaringan 4 allcaps lte allcaps provider_name area tarogong hashtag garut hashtag cukup memuaskan provider_name allcaps url allcaps;['lumayan', 'hashtag', 'speedtest', 'hashtag', 'jaringan', '4', 'allcaps', 'lte', 'allcaps', 'provider_name', 'area', 'tarogong', 'hashtag', 'garut', 'hashtag', 'cukup', 'memuaskan', 'provider_name', 'allcaps', 'url', 'allcaps'];['lumayan', 'hashtag', 'speedtest', 'hashtag', 'jaringan', '4', 'allcaps', 'lte', 'allcaps', 'provider_name', 'area', 'tarogong', 'hashtag', 'garut', 'hashtag', 'cukup', 'memuaskan', 'provider_name', 'allcaps', 'url', 'allcaps'];['lumayan', 'hashtag', 'speedtest', 'hashtag', 'jaringan', '4', 'allcaps', 'lte', 'allcaps', 'provider_name', 'area', 'tarogong', 'hashtag', 'garut', 'hashtag', 'memuaskan', 'provider_name', 'allcaps', 'url', 'allcaps'];lumayan hashtag speedtest hashtag jaringan 4 allcaps lte allcaps provider_name area tarogong hashtag garut hashtag memuaskan provider_name allcaps url allcaps;lumayan hashtag speedtest hashtag jaring 4 allcaps lte allcaps provider name area tarogong hashtag garut hashtag muas provider name allcaps url allcaps
159;0;Uji kecepatan <PRODUCT_NAME> #opensignal-ku di <PROVIDER_NAME> 3G <PROVIDER_NAME> disini jelek;uji kecepatan product_name hashtag open signal ku hashtag di provider_name 3 provider_name disini jelek;['uji', 'kecepatan', 'product_name', 'hashtag', 'open', 'signal', 'ku', 'hashtag', 'di', 'provider_name', '3', 'provider_name', 'disini', 'jelek'];['uji', 'kecepatan', 'product_name', 'hashtag', 'open', 'signal', 'ku', 'hashtag', 'di', 'provider_name', '3', 'provider_name', 'disini', 'jelek'];['uji', 'kecepatan', 'product_name', 'hashtag', 'open', 'signal', 'ku', 'hashtag', 'provider_name', '3', 'provider_name', 'jelek'];uji kecepatan product_name hashtag open signal ku hashtag provider_name 3 provider_name jelek;uji cepat product name hashtag open signal ku hashtag provider name 3 provider name jelek
160;0;Tolong di urus segera saya ga mau bayar data yang saya ga dapet datanya <PROVIDER_NAME> <PROVIDER_NAME>;tolong di urus segera saya ga mau bayar data yang saya ga dapet datanya provider_name provider_name;['tolong', 'di', 'urus', 'segera', 'saya', 'ga', 'mau', 'bayar', 'data', 'yang', 'saya', 'ga', 'dapet', 'datanya', 'provider_name', 'provider_name'];['tolong', 'di', 'urus', 'segera', 'saya', 'tidak', 'mau', 'bayar', 'data', 'yang', 'saya', 'tidak', 'mendapat', 'datanya', 'provider_name', 'provider_name'];['tolong', 'urus', 'bayar', 'data', 'datanya', 'provider_name', 'provider_name'];tolong urus bayar data datanya provider_name provider_name;tolong urus bayar data data provider name provider name
161;1;Nonton gratis dibayarin <PROVIDER_NAME> poin  <PROVIDER_NAME> <PROVIDER_NAME>poin #passengers…;nonton gratis dibayarin provider_name poin provider_name provider_name poin hashtag passengers hashtag;['nonton', 'gratis', 'dibayarin', 'provider_name', 'poin', 'provider_name', 'provider_name', 'poin', 'hashtag', 'passengers', 'hashtag'];['nonton', 'gratis', 'dibayarin', 'provider_name', 'poin', 'provider_name', 'provider_name', 'poin', 'hashtag', 'passengers', 'hashtag'];['nonton', 'gratis', 'dibayarin', 'provider_name', 'poin', 'provider_name', 'provider_name', 'poin', 'hashtag', 'passengers', 'hashtag'];nonton gratis dibayarin provider_name poin provider_name provider_name poin hashtag passengers hashtag;nonton gratis dibayarin provider name poin provider name provider name poin hashtag passengers hashtag
162;1;Makasih ya <PROVIDER_NAME> gratis 4Gnya ayo buruan upgrade <PRODUCT_NAME> mu;makasih ya provider_name gratis 4 gnya ayo buruan upgrade product_name mu;['makasih', 'ya', 'provider_name', 'gratis', '4', 'gnya', 'ayo', 'buruan', 'upgrade', 'product_name', 'mu'];['makasih', 'iya', 'provider_name', 'gratis', '4', 'gnya', 'ayo', 'buruan', 'upgrade', 'product_name', 'mu'];['makasih', 'iya', 'provider_name', 'gratis', '4', 'gnya', 'ayo', 'buruan', 'upgrade', 'product_name', 'mu'];makasih iya provider_name gratis 4 gnya ayo buruan upgrade product_name mu;makasih iya provider name gratis 4 gnya ayo buru upgrade product name mu
163;1;Makan malam gratis hari ini hasil tuker <PROVIDER_NAME> Poin  #7eleven #sevel <PROVIDER_NAME>… <URL>;makan malam gratis hari ini hasil tuker provider_name poin hashtag 7 el even hashtag hashtag sevel hashtag provider_name allcaps url allcaps;['makan', 'malam', 'gratis', 'hari', 'ini', 'hasil', 'tuker', 'provider_name', 'poin', 'hashtag', '7', 'el', 'even', 'hashtag', 'hashtag', 'sevel', 'hashtag', 'provider_name', 'allcaps', 'url', 'allcaps'];['makan', 'malam', 'gratis', 'hari', 'ini', 'hasil', 'tuker', 'provider_name', 'poin', 'hashtag', '7', 'el', 'even', 'hashtag', 'hashtag', 'sevel', 'hashtag', 'provider_name', 'allcaps', 'url', 'allcaps'];['makan', 'malam', 'gratis', 'hasil', 'tuker', 'provider_name', 'poin', 'hashtag', '7', 'el', 'even', 'hashtag', 'hashtag', 'sevel', 'hashtag', 'provider_name', 'allcaps', 'url', 'allcaps'];makan malam gratis hasil tuker provider_name poin hashtag 7 el even hashtag hashtag sevel hashtag provider_name allcaps url allcaps;makan malam gratis hasil tuker provider name poin hashtag 7 el even hashtag hashtag sevel hashtag provider name allcaps url allcaps
164;0;Mohon di up jaringan 4G di wilayah Morowali, sangat buruk..  <PROVIDER_NAME> <PROVIDER_NAME>;mohon di up jaringan 4 di wilayah morowali sangat buruk repeated provider_name provider_name;['mohon', 'di', 'up', 'jaringan', '4', 'di', 'wilayah', 'morowali', 'sangat', 'buruk', 'repeated', 'provider_name', 'provider_name'];['mohon', 'di', 'up', 'jaringan', '4', 'di', 'wilayah', 'morowali', 'sangat', 'buruk', 'repeated', 'provider_name', 'provider_name'];['mohon', 'up', 'jaringan', '4', 'wilayah', 'morowali', 'buruk', 'repeated', 'provider_name', 'provider_name'];mohon up jaringan 4 wilayah morowali buruk repeated provider_name provider_name;mohon up jaring 4 wilayah morowali buruk repeated provider name provider name
165;0;Jaringan <PROVIDER_NAME> di Waru Atas arae Site WKP tidak dapat digunakan untuk telpon mohon cek Team <PROVIDER_NAME> ;jaringan provider_name di waru atas arae site allcaps wkp allcaps tidak dapat digunakan untuk telpon mohon cek team provider_name;['jaringan', 'provider_name', 'di', 'waru', 'atas', 'arae', 'site', 'allcaps', 'wkp', 'allcaps', 'tidak', 'dapat', 'digunakan', 'untuk', 'telpon', 'mohon', 'cek', 'team', 'provider_name'];['jaringan', 'provider_name', 'di', 'waru', 'atas', 'arae', 'site', 'allcaps', 'wkp', 'allcaps', 'tidak', 'dapat', 'digunakan', 'untuk', 'telpon', 'mohon', 'cek', 'tim', 'provider_name'];['jaringan', 'provider_name', 'waru', 'arae', 'site', 'allcaps', 'wkp', 'allcaps', 'telpon', 'mohon', 'cek', 'tim', 'provider_name'];jaringan provider_name waru arae site allcaps wkp allcaps telpon mohon cek tim provider_name;jaring provider name waru arae site allcaps wkp allcaps telpon mohon cek tim provider name
166;0;Semakin hari kualitas dan pelayanannya semakin buruk. Selama 5 bulan melakukan pelaporan namun tidak ada tindakan perbaikan. <PROVIDER_NAME>;semakin hari kualitas dan pelayanannya semakin buruk selama number bulan melakukan pelaporan namun tidak ada tindakan perbaikan provider_name;['semakin', 'hari', 'kualitas', 'dan', 'pelayanannya', 'semakin', 'buruk', 'selama', 'number', 'bulan', 'melakukan', 'pelaporan', 'namun', 'tidak', 'ada', 'tindakan', 'perbaikan', 'provider_name'];['semakin', 'hari', 'kualitas', 'dan', 'pelayanannya', 'semakin', 'buruk', 'selama', 'number', 'bulan', 'melakukan', 'pelaporan', 'namun', 'tidak', 'ada', 'tindakan', 'perbaikan', 'provider_name'];['kualitas', 'pelayanannya', 'buruk', 'number', 'pelaporan', 'tindakan', 'perbaikan', 'provider_name'];kualitas pelayanannya buruk number pelaporan tindakan perbaikan provider_name;kualitas layan buruk number lapor tindak baik provider name
