;Unnamed: 0;Sentiment;Text Tweet;step01;tokens;final_tokens;step02;finalText_str;ProcessedText
77;77;negative;Entah aku yg kurang belajar sejarah apa gimana, tapi entah kenapa konflik yg ditampilkan di film Kartini kaya kurang memenuhi ekspektasi aja;entah aku yg kurang belajar sejarah apa gimana tapi entah kenapa konflik yg ditampilkan di film kartini kaya kurang memenuhi ekspektasi aja;['entah', 'aku', 'yg', 'kurang', 'belajar', 'sejarah', 'apa', 'gimana', 'tapi', 'entah', 'kenapa', 'konflik', 'yg', 'ditampilkan', 'di', 'film', 'kartini', 'kaya', 'kurang', 'memenuhi', 'ekspektasi', 'aja'];['entah', 'aku', 'yg', 'kurang', 'belajar', 'sejarah', 'apa', 'gimana', 'tapi', 'entah', 'kenapa', 'konflik', 'yg', 'ditampilkan', 'di', 'film', 'kartini', 'kaya', 'kurang', 'memenuhi', 'ekspektasi', 'aja'];entah aku yg kurang belajar sejarah apa gimana tapi entah kenapa konflik yg ditampilkan di film kartini kaya kurang memenuhi ekspektasi aja;entah aku yg kurang belajar sejarah apa gimana tapi entah kenapa konflik yg ditampilkan di film kartini kaya kurang memenuhi ekspektasi aja;entah aku kurang ajar sejarah apa gimana entah konflik tampil film kartini kaya kurang penuh ekspektasi aja
78;78;negative;Film itu kalau byk di sensor, rasanya g ada, hambar;film itu kalau byk di sensor rasanya ada hambar;['film', 'itu', 'kalau', 'byk', 'di', 'sensor', 'rasanya', 'ada', 'hambar'];['film', 'itu', 'kalau', 'byk', 'di', 'sensor', 'rasanya', 'ada', 'hambar'];film itu kalau byk di sensor rasanya ada hambar;film itu kalau byk di sensor rasanya ada hambar;film kalau byk sensor rasa hambar
79;79;negative;Semoga ga busuk kyk film yg pertama;semoga ga busuk kyk film yg pertama;['semoga', 'ga', 'busuk', 'kyk', 'film', 'yg', 'pertama'];['semoga', 'ga', 'busuk', 'kyk', 'film', 'yg', 'pertama'];semoga ga busuk kyk film yg pertama;semoga ga busuk kyk film yg pertama;moga ga busuk kyk film pertama
80;80;negative;Flm apa ini :) arah dan tujuannya nggak jelas.. Nyesel download ! Sabar... Ini ujian ! — menonton Hangout Film;flm apa ini arah dan tujuannya nggak jelas nyesel download sabar ini ujian menonton hangout film;['flm', 'apa', 'ini', 'arah', 'dan', 'tujuannya', 'nggak', 'jelas', 'nyesel', 'download', 'sabar', 'ini', 'ujian', 'menonton', 'hangout', 'film'];['flm', 'apa', 'ini', 'arah', 'dan', 'tujuannya', 'nggak', 'jelas', 'nyesel', 'download', 'sabar', 'ini', 'ujian', 'menonton', 'hangout', 'film'];flm apa ini arah dan tujuannya nggak jelas nyesel download sabar ini ujian menonton hangout film;flm apa ini arah dan tujuannya nggak jelas nyesel download sabar ini ujian menonton hangout film;flm apa arah tuju jelas nyesel download sabar uji tonton hangout film
81;81;negative;"Hari ini nonton film terasa; hambarr";hari ini nonton film terasa hambarr;['hari', 'ini', 'nonton', 'film', 'terasa', 'hambarr'];['hari', 'ini', 'nonton', 'film', 'terasa', 'hambarr'];hari ini nonton film terasa hambarr;hari ini nonton film terasa hambarr;hari nonton film asa hambarr
82;82;negative;Kurang mengerti sama film nya the mummy..;kurang mengerti sama film nya the mummy;['kurang', 'mengerti', 'sama', 'film', 'nya', 'the', 'mummy'];['kurang', 'mengerti', 'sama', 'film', 'nya', 'the', 'mummy'];kurang mengerti sama film nya the mummy;kurang mengerti sama film nya the mummy;kurang erti sama film the mummy
83;83;negative;Kecewa banyak deh pkoknya.. Setidaknya mslh jam tayang bs aja ngertiin tp klu film di cut itu yg g bs dingertiin #KaulahTakdirkuMembelamu;kecewa banyak deh pkoknya setidaknya mslh jam tayang bs aja ngertiin tp klu film di cut itu yg bs dingertiin;['kecewa', 'banyak', 'deh', 'pkoknya', 'setidaknya', 'mslh', 'jam', 'tayang', 'bs', 'aja', 'ngertiin', 'tp', 'klu', 'film', 'di', 'cut', 'itu', 'yg', 'bs', 'dingertiin'];['kecewa', 'banyak', 'deh', 'pkoknya', 'setidaknya', 'mslh', 'jam', 'tayang', 'bs', 'aja', 'ngertiin', 'tp', 'klu', 'film', 'di', 'cut', 'itu', 'yg', 'bs', 'dingertiin'];kecewa banyak deh pkoknya setidaknya mslh jam tayang bs aja ngertiin tp klu film di cut itu yg bs dingertiin;kecewa banyak deh pkoknya setidaknya mslh jam tayang bs aja ngertiin tp klu film di cut itu yg bs dingertiin;kecewa banyak deh pkoknya mslh jam tayang bs aja ngertiin tp klu film cut yg bs dingertiin
84;84;negative;Pernah novel favorit di filmkan & hasilnya bikin kecewa parah. Tp dari teaser #CriticalEleven saya yakin, team CE serius sama film ini;pernah novel favorit di filmkan hasilnya bikin kecewa parah tp dari teaser saya yakin team ce serius sama film ini;['pernah', 'novel', 'favorit', 'di', 'filmkan', 'hasilnya', 'bikin', 'kecewa', 'parah', 'tp', 'dari', 'teaser', 'saya', 'yakin', 'team', 'ce', 'serius', 'sama', 'film', 'ini'];['pernah', 'novel', 'favorit', 'di', 'filmkan', 'hasilnya', 'bikin', 'kecewa', 'parah', 'tp', 'dari', 'teaser', 'saya', 'yakin', 'team', 'ce', 'serius', 'sama', 'film', 'ini'];pernah novel favorit di filmkan hasilnya bikin kecewa parah tp dari teaser saya yakin team ce serius sama film ini;pernah novel favorit di filmkan hasilnya bikin kecewa parah tp dari teaser saya yakin team ce serius sama film ini;pernah novel favorit film hasil bikin kecewa parah tp teaser yakin team ce serius sama film
85;85;negative;Intinya, kmren kecewa bgt sama @cinema21 krna mmbiarkan anak kecil nnton film dewasa & jam tayang malam (20.30 WIB) pula #CriticalEleven;intinya kmren kecewa bgt sama cinema krna mmbiarkan anak kecil nnton film dewasa jam tayang malam     wib pula;['intinya', 'kmren', 'kecewa', 'bgt', 'sama', 'cinema', 'krna', 'mmbiarkan', 'anak', 'kecil', 'nnton', 'film', 'dewasa', 'jam', 'tayang', 'malam', 'wib', 'pula'];['intinya', 'kmren', 'kecewa', 'bgt', 'sama', 'cinema', 'krna', 'mmbiarkan', 'anak', 'kecil', 'nnton', 'film', 'dewasa', 'jam', 'tayang', 'malam', 'wib', 'pula'];intinya kmren kecewa bgt sama cinema krna mmbiarkan anak kecil nnton film dewasa jam tayang malam wib pula;intinya kmren kecewa bgt sama cinema krna mmbiarkan anak kecil nnton film dewasa jam tayang malam wib pula;inti kmren kecewa bgt sama cema krna mmbiarkan anak kecil nnton film dewasa jam tayang malam wib
86;86;negative;Aduh! Film bagian ini jijk parah;aduh film bagian ini jijk parah;['aduh', 'film', 'bagian', 'ini', 'jijk', 'parah'];['aduh', 'film', 'bagian', 'ini', 'jijk', 'parah'];aduh film bagian ini jijk parah;aduh film bagian ini jijk parah;aduh film bagi jijk parah
87;87;negative;Kecewa parah nnton film the guys ini. Entah kenapa makin ksini radit bkin film gapernah bener. Lucu juga nggak. Jalan cerita juga gadapet...;kecewa parah nnton film the guys ini entah kenapa makin ksini radit bkin film gapernah bener lucu juga nggak jalan cerita juga gadapet;['kecewa', 'parah', 'nnton', 'film', 'the', 'guys', 'ini', 'entah', 'kenapa', 'makin', 'ksini', 'radit', 'bkin', 'film', 'gapernah', 'bener', 'lucu', 'juga', 'nggak', 'jalan', 'cerita', 'juga', 'gadapet'];['kecewa', 'parah', 'nnton', 'film', 'the', 'guys', 'ini', 'entah', 'kenapa', 'makin', 'ksini', 'radit', 'bkin', 'film', 'gapernah', 'bener', 'lucu', 'juga', 'nggak', 'jalan', 'cerita', 'juga', 'gadapet'];kecewa parah nnton film the guys ini entah kenapa makin ksini radit bkin film gapernah bener lucu juga nggak jalan cerita juga gadapet;kecewa parah nnton film the guys ini entah kenapa makin ksini radit bkin film gapernah bener lucu juga nggak jalan cerita juga gadapet;kecewa parah nnton film the guys entah makin ksini radit bkin film gapernah bener lucu nggak jalan cerita gadapet
88;88;negative;Agak kecewa sama film Danur, diluar ekspektasi :(;agak kecewa sama film danur diluar ekspektasi;['agak', 'kecewa', 'sama', 'film', 'danur', 'diluar', 'ekspektasi'];['agak', 'kecewa', 'sama', 'film', 'danur', 'diluar', 'ekspektasi'];agak kecewa sama film danur diluar ekspektasi;agak kecewa sama film danur diluar ekspektasi;kecewa sama film danur luar ekspektasi
89;89;negative;Ancur bgt itu film. Jelekk;ancur bgt itu film jelekk;['ancur', 'bgt', 'itu', 'film', 'jelekk'];['ancur', 'bgt', 'itu', 'film', 'jelekk'];ancur bgt itu film jelekk;ancur bgt itu film jelekk;ancur bgt film jelekk
90;90;negative;Flm nya jelekk bingittsss.;flm nya jelekk bingittsss;['flm', 'nya', 'jelekk', 'bingittsss'];['flm', 'nya', 'jelekk', 'bingittsss'];flm nya jelekk bingittsss;flm nya jelekk bingittsss;flm jelekk bingittsss
91;91;negative;Film hangout kok biasa aja sih, malah gak jelas sepertinya. Kecewaa;film hangout kok biasa aja sih malah gak jelas sepertinya kecewaa;['film', 'hangout', 'kok', 'biasa', 'aja', 'sih', 'malah', 'gak', 'jelas', 'sepertinya', 'kecewaa'];['film', 'hangout', 'kok', 'biasa', 'aja', 'sih', 'malah', 'gak', 'jelas', 'sepertinya', 'kecewaa'];film hangout kok biasa aja sih malah gak jelas sepertinya kecewaa;film hangout kok biasa aja sih malah gak jelas sepertinya kecewaa;film hangout kok biasa aja malah gak jelas seperti kecewaa
92;92;negative;Ternyata ending film kamar 207 jelekk;ternyata ending film kamar   jelekk;['ternyata', 'ending', 'film', 'kamar', 'jelekk'];['ternyata', 'ending', 'film', 'kamar', 'jelekk'];ternyata ending film kamar jelekk;ternyata ending film kamar jelekk;nyata ending film kamar jelekk
93;93;negative;Filmnya aja ngehek...... ini seriesnya ngehek juga ga;filmnya aja ngehek ini seriesnya ngehek juga ga;['filmnya', 'aja', 'ngehek', 'ini', 'seriesnya', 'ngehek', 'juga', 'ga'];['filmnya', 'aja', 'ngehek', 'ini', 'seriesnya', 'ngehek', 'juga', 'ga'];filmnya aja ngehek ini seriesnya ngehek juga ga;filmnya aja ngehek ini seriesnya ngehek juga ga;film aja ngehek seriesnya ngehek ga
94;94;negative;Kurang suka sama film #pesbukers cewe2 terllu terbuka penampilannya. Kurang baik klo di tonton anak kecil;kurang suka sama film cewe terllu terbuka penampilannya kurang baik klo di tonton anak kecil;['kurang', 'suka', 'sama', 'film', 'cewe', 'terllu', 'terbuka', 'penampilannya', 'kurang', 'baik', 'klo', 'di', 'tonton', 'anak', 'kecil'];['kurang', 'suka', 'sama', 'film', 'cewe', 'terllu', 'terbuka', 'penampilannya', 'kurang', 'baik', 'klo', 'di', 'tonton', 'anak', 'kecil'];kurang suka sama film cewe terllu terbuka penampilannya kurang baik klo di tonton anak kecil;kurang suka sama film cewe terllu terbuka penampilannya kurang baik klo di tonton anak kecil;kurang suka sama film cewe terllu buka tampil kurang baik klo tonton anak kecil
95;95;negative;Buried ini film budget termurah dengan tingkat depresi tertinggi;buried ini film budget termurah dengan tingkat depresi tertinggi;['buried', 'ini', 'film', 'budget', 'termurah', 'dengan', 'tingkat', 'depresi', 'tertinggi'];['buried', 'ini', 'film', 'budget', 'termurah', 'dengan', 'tingkat', 'depresi', 'tertinggi'];buried ini film budget termurah dengan tingkat depresi tertinggi;buried ini film budget termurah dengan tingkat depresi tertinggi;buried film budget murah tingkat depresi tinggi
96;96;negative;lalu setelah film berakhir, mikir ''ngapain nonton film yang isinya anak sma semua..'' terus agak nyesel :(;lalu setelah film berakhir mikir ngapain nonton film yang isinya anak sma semua terus agak nyesel;['lalu', 'setelah', 'film', 'berakhir', 'mikir', 'ngapain', 'nonton', 'film', 'yang', 'isinya', 'anak', 'sma', 'semua', 'terus', 'agak', 'nyesel'];['lalu', 'setelah', 'film', 'berakhir', 'mikir', 'ngapain', 'nonton', 'film', 'yang', 'isinya', 'anak', 'sma', 'semua', 'terus', 'agak', 'nyesel'];lalu setelah film berakhir mikir ngapain nonton film yang isinya anak sma semua terus agak nyesel;lalu setelah film berakhir mikir ngapain nonton film yang isinya anak sma semua terus agak nyesel;lalu film akhir mikir ngapain nonton film isi anak sma semua terus nyesel
97;97;negative;Gila, film Britney Ever After jelek banget parah! Nyesel nonton walau gak sampe abis.;gila film britney ever after jelek banget parah nyesel nonton walau gak sampe abis;['gila', 'film', 'britney', 'ever', 'after', 'jelek', 'banget', 'parah', 'nyesel', 'nonton', 'walau', 'gak', 'sampe', 'abis'];['gila', 'film', 'britney', 'ever', 'after', 'jelek', 'banget', 'parah', 'nyesel', 'nonton', 'walau', 'gak', 'sampe', 'abis'];gila film britney ever after jelek banget parah nyesel nonton walau gak sampe abis;gila film britney ever after jelek banget parah nyesel nonton walau gak sampe abis;gila film britney ever after jelek banget parah nyesel nonton gak sampe abis
98;98;negative;Film danur nggak seperti novelnya. Harapan lebih serem ternyata cuman bikin boring. Sorry teh, tapi novelnya lebih bagus :);film danur nggak seperti novelnya harapan lebih serem ternyata cuman bikin boring sorry teh tapi novelnya lebih bagus;['film', 'danur', 'nggak', 'seperti', 'novelnya', 'harapan', 'lebih', 'serem', 'ternyata', 'cuman', 'bikin', 'boring', 'sorry', 'teh', 'tapi', 'novelnya', 'lebih', 'bagus'];['film', 'danur', 'nggak', 'seperti', 'novelnya', 'harapan', 'lebih', 'serem', 'ternyata', 'cuman', 'bikin', 'boring', 'sorry', 'teh', 'tapi', 'novelnya', 'lebih', 'bagus'];film danur nggak seperti novelnya harapan lebih serem ternyata cuman bikin boring sorry teh tapi novelnya lebih bagus;film danur nggak seperti novelnya harapan lebih serem ternyata cuman bikin boring sorry teh tapi novelnya lebih bagus;film danur seperti novel harap lebih rem nyata cuman bikin boring sorry teh novel lebih bagus
99;99;negative;ga bakal gua nonton film setan indonesia thur. mengecewakan semua. murahan cuma ngandelin sex;ga bakal gua nonton film setan indonesia thur mengecewakan semua murahan cuma ngandelin sex;['ga', 'bakal', 'gua', 'nonton', 'film', 'setan', 'indonesia', 'thur', 'mengecewakan', 'semua', 'murahan', 'cuma', 'ngandelin', 'sex'];['ga', 'bakal', 'gua', 'nonton', 'film', 'setan', 'indonesia', 'thur', 'mengecewakan', 'semua', 'murahan', 'cuma', 'ngandelin', 'sex'];ga bakal gua nonton film setan indonesia thur mengecewakan semua murahan cuma ngandelin sex;ga bakal gua nonton film setan indonesia thur mengecewakan semua murahan cuma ngandelin sex;ga bakal gua nonton film setan indonesia thur kecewa semua murah cuma ngandelin sex
100;100;positive;Keren bang flm lo @radityadika persahabatan, keluarga dan cinta kentel banget. Tokoh pemain pas semua keren bang;keren bang flm lo radityadika persahabatan keluarga dan cinta kentel banget tokoh pemain pas semua keren bang;['keren', 'bang', 'flm', 'lo', 'radityadika', 'persahabatan', 'keluarga', 'dan', 'cinta', 'kentel', 'banget', 'tokoh', 'pemain', 'pas', 'semua', 'keren', 'bang'];['keren', 'bang', 'flm', 'lo', 'radityadika', 'persahabatan', 'keluarga', 'dan', 'cinta', 'kentel', 'banget', 'tokoh', 'pemain', 'pas', 'semua', 'keren', 'bang'];keren bang flm lo radityadika persahabatan keluarga dan cinta kentel banget tokoh pemain pas semua keren bang;keren bang flm lo radityadika persahabatan keluarga dan cinta kentel banget tokoh pemain pas semua keren bang;keren bang flm lo radityadika sahabat keluarga cinta kentel banget tokoh main pas semua keren bang
101;101;positive;Habis nonton film Kong: Skull Island 2017. Lumayan greget filmnya, 7.5 deh.. layak buat nobar;habis nonton film kong skull island   lumayan greget filmnya     deh layak buat nobar;['habis', 'nonton', 'film', 'kong', 'skull', 'island', 'lumayan', 'greget', 'filmnya', 'deh', 'layak', 'buat', 'nobar'];['habis', 'nonton', 'film', 'kong', 'skull', 'island', 'lumayan', 'greget', 'filmnya', 'deh', 'layak', 'buat', 'nobar'];habis nonton film kong skull island lumayan greget filmnya deh layak buat nobar;habis nonton film kong skull island lumayan greget filmnya deh layak buat nobar;habis nonton film kong skull island lumayan greget film deh layak buat nobar
102;102;positive;Bravo untuk #filmkartini! Pemainnya bagus, sudut pandang ceritanya pun menarik. Film yang penting untuk ditonton perempuan dan juga lelaki.;bravo untuk pemainnya bagus sudut pandang ceritanya pun menarik film yang penting untuk ditonton perempuan dan juga lelaki;['bravo', 'untuk', 'pemainnya', 'bagus', 'sudut', 'pandang', 'ceritanya', 'pun', 'menarik', 'film', 'yang', 'penting', 'untuk', 'ditonton', 'perempuan', 'dan', 'juga', 'lelaki'];['bravo', 'untuk', 'pemainnya', 'bagus', 'sudut', 'pandang', 'ceritanya', 'pun', 'menarik', 'film', 'yang', 'penting', 'untuk', 'ditonton', 'perempuan', 'dan', 'juga', 'lelaki'];bravo untuk pemainnya bagus sudut pandang ceritanya pun menarik film yang penting untuk ditonton perempuan dan juga lelaki;bravo untuk pemainnya bagus sudut pandang ceritanya pun menarik film yang penting untuk ditonton perempuan dan juga lelaki;bravo main bagus sudut pandang cerita tarik film penting tonton perempuan juga lelaki
103;103;positive;Abis nonton film #kartini. Bagussss bgt! Dr awal sampe akhir haruuuu;abis nonton film bagussss bgt dr awal sampe akhir haruuuu;['abis', 'nonton', 'film', 'bagussss', 'bgt', 'dr', 'awal', 'sampe', 'akhir', 'haruuuu'];['abis', 'nonton', 'film', 'bagussss', 'bgt', 'dr', 'awal', 'sampe', 'akhir', 'haruuuu'];abis nonton film bagussss bgt dr awal sampe akhir haruuuu;abis nonton film bagussss bgt dr awal sampe akhir haruuuu;abis nonton film bagussss bgt dr awal sampe akhir haruuuu
104;104;positive;#RomanHarusBertahan bangga menyukai film yg mengandung bnyak makna sperti ini.. @RompisRepost @LayarDrama_RCTI;bangga menyukai film yg mengandung bnyak makna sperti ini rompisrepost layardrama_rcti;['bangga', 'menyukai', 'film', 'yg', 'mengandung', 'bnyak', 'makna', 'sperti', 'ini', 'rompisrepost', 'layardrama_rcti'];['bangga', 'menyukai', 'film', 'yg', 'mengandung', 'bnyak', 'makna', 'sperti', 'ini', 'rompisrepost', 'layardrama_rcti'];bangga menyukai film yg mengandung bnyak makna sperti ini rompisrepost layardrama_rcti;bangga menyukai film yg mengandung bnyak makna sperti ini rompisrepost layardrama_rcti;bangga suka film kandung bnyak makna sperti rompisrepost layardrama rcti
105;105;positive;Tiga kata untuk film #danur : cukup, dramatis dan laris.;tiga kata untuk film cukup dramatis dan laris;['tiga', 'kata', 'untuk', 'film', 'cukup', 'dramatis', 'dan', 'laris'];['tiga', 'kata', 'untuk', 'film', 'cukup', 'dramatis', 'dan', 'laris'];tiga kata untuk film cukup dramatis dan laris;tiga kata untuk film cukup dramatis dan laris;tiga kata film cukup dramatis laris
106;106;positive;Film kartini.. Meski aku agak telat nontonnya. film ini bagus banget...kalian sukses mendeliver cerita dan pesan.. good job guys... ;film kartini meski aku agak telat nontonnya film ini bagus banget kalian sukses mendeliver cerita dan pesan good job guys;['film', 'kartini', 'meski', 'aku', 'agak', 'telat', 'nontonnya', 'film', 'ini', 'bagus', 'banget', 'kalian', 'sukses', 'mendeliver', 'cerita', 'dan', 'pesan', 'good', 'job', 'guys'];['film', 'kartini', 'meski', 'aku', 'agak', 'telat', 'nontonnya', 'film', 'ini', 'bagus', 'banget', 'kalian', 'sukses', 'mendeliver', 'cerita', 'dan', 'pesan', 'good', 'job', 'guys'];film kartini meski aku agak telat nontonnya film ini bagus banget kalian sukses mendeliver cerita dan pesan good job guys;film kartini meski aku agak telat nontonnya film ini bagus banget kalian sukses mendeliver cerita dan pesan good job guys;film kartini meski aku telat nontonnya film bagus banget kalian sukses mendeliver cerita pesan good job guys
107;107;positive;Aku menangis di akhir film kartini #banggafilmindonesia;aku menangis di akhir film kartini;['aku', 'menangis', 'di', 'akhir', 'film', 'kartini'];['aku', 'menangis', 'di', 'akhir', 'film', 'kartini'];aku menangis di akhir film kartini;aku menangis di akhir film kartini;aku menang akhir film kartini
108;108;positive;pokoknya kalian harus nonton film kartini, asli KEREN ! @LegacyPictures @Hanungbramantyo nonton di bioskop ya, bikinnya susah loh;pokoknya kalian harus nonton film kartini asli keren legacypictures hanungbramantyo nonton di bioskop ya bikinnya susah loh;['pokoknya', 'kalian', 'harus', 'nonton', 'film', 'kartini', 'asli', 'keren', 'legacypictures', 'hanungbramantyo', 'nonton', 'di', 'bioskop', 'ya', 'bikinnya', 'susah', 'loh'];['pokoknya', 'kalian', 'harus', 'nonton', 'film', 'kartini', 'asli', 'keren', 'legacypictures', 'hanungbramantyo', 'nonton', 'di', 'bioskop', 'ya', 'bikinnya', 'susah', 'loh'];pokoknya kalian harus nonton film kartini asli keren legacypictures hanungbramantyo nonton di bioskop ya bikinnya susah loh;pokoknya kalian harus nonton film kartini asli keren legacypictures hanungbramantyo nonton di bioskop ya bikinnya susah loh;pokok kalian nonton film kartini asli keren legacypictures hanungbramantyo nonton bioskop bikin susah
109;109;positive;film divergent seru-_- ah kenapa udh selesai sih-,-;film divergent seru _ ah kenapa udh selesai sih;['film', 'divergent', 'seru', '_', 'ah', 'kenapa', 'udh', 'selesai', 'sih'];['film', 'divergent', 'seru', '_', 'ah', 'kenapa', 'udh', 'selesai', 'sih'];film divergent seru _ ah kenapa udh selesai sih;film divergent seru _ ah kenapa udh selesai sih;film divergent seru kenapa udh selesai
110;110;positive;Tentang Get Out. kalo masih ada, cepetan nonton. mending nonton ini dulu daripada Fast Furious 8 http://tz.ucweb.com/4_OaOo ;tentang get out kalo masih ada cepetan nonton mending nonton ini dulu daripada fast furious   tz ucweb com_oaoo;['tentang', 'get', 'out', 'kalo', 'masih', 'ada', 'cepetan', 'nonton', 'mending', 'nonton', 'ini', 'dulu', 'daripada', 'fast', 'furious', 'tz', 'ucweb', 'com_oaoo'];['tentang', 'get', 'out', 'kalo', 'masih', 'ada', 'cepetan', 'nonton', 'mending', 'nonton', 'ini', 'dulu', 'daripada', 'fast', 'furious', 'tz', 'ucweb', 'com_oaoo'];tentang get out kalo masih ada cepetan nonton mending nonton ini dulu daripada fast furious tz ucweb com_oaoo;tentang get out kalo masih ada cepetan nonton mending nonton ini dulu daripada fast furious tz ucweb com_oaoo;get out kalo ada cepetan nonton mending nonton dulu fast furious tz ucweb com oaoo
111;111;positive;Saya suka video @YouTube http://youtu.be/JxTmtJ0Fc2U?a  TRAILER FILM THE GUYS (di bioskop 13 April 2017);saya suka video youtube youtu be trailer film the guys di bioskop <date>;['saya', 'suka', 'video', 'youtube', 'youtu', 'be', 'trailer', 'film', 'the', 'guys', 'di', 'bioskop', '<', 'date', '>'];['saya', 'suka', 'video', 'youtube', 'youtu', 'be', 'trailer', 'film', 'the', 'guys', 'di', 'bioskop', '<', 'date', '>'];saya suka video youtube youtu be trailer film the guys di bioskop < date >;saya suka video youtube youtu be trailer film the guys di bioskop < date >;suka video youtube youtu be trailer film the guys bioskop date
112;112;positive;Agak kebanyakan nangis2nya untuk selera saya, tapi secara keseluruhan sy kagum dengan film #Kartini.;agak kebanyakan nangisnya untuk selera saya tapi secara keseluruhan sy kagum dengan film;['agak', 'kebanyakan', 'nangisnya', 'untuk', 'selera', 'saya', 'tapi', 'secara', 'keseluruhan', 'sy', 'kagum', 'dengan', 'film'];['agak', 'kebanyakan', 'nangisnya', 'untuk', 'selera', 'saya', 'tapi', 'secara', 'keseluruhan', 'sy', 'kagum', 'dengan', 'film'];agak kebanyakan nangisnya untuk selera saya tapi secara keseluruhan sy kagum dengan film;agak kebanyakan nangisnya untuk selera saya tapi secara keseluruhan sy kagum dengan film;banyak nang selera tapi seluruh sy kagum film
113;113;positive;thank you buat mas @awisuryadi dan tim yg uda buat Danur. film nya keren banget.buat tmn2 yg belum nonton, silakan ditonton. rekomended.;thank you buat mas awisuryadi dan tim yg uda buat danur film nya keren banget buat tmn yg belum nonton silakan ditonton rekomended;['thank', 'you', 'buat', 'mas', 'awisuryadi', 'dan', 'tim', 'yg', 'uda', 'buat', 'danur', 'film', 'nya', 'keren', 'banget', 'buat', 'tmn', 'yg', 'belum', 'nonton', 'silakan', 'ditonton', 'rekomended'];['thank', 'you', 'buat', 'mas', 'awisuryadi', 'dan', 'tim', 'yg', 'uda', 'buat', 'danur', 'film', 'nya', 'keren', 'banget', 'buat', 'tmn', 'yg', 'belum', 'nonton', 'silakan', 'ditonton', 'rekomended'];thank you buat mas awisuryadi dan tim yg uda buat danur film nya keren banget buat tmn yg belum nonton silakan ditonton rekomended;thank you buat mas awisuryadi dan tim yg uda buat danur film nya keren banget buat tmn yg belum nonton silakan ditonton rekomended;thank you buat mas awisuryadi tim uda buat danur film keren banget buat tmn belum nonton sila tonton rekomended
114;114;positive;#DANUR film horor Indonesia terlaris sepanjang masa dengan 2.690.000 penonton sejak tayang 30 Maret 2017. #ManojPunjabi #DanurMovie;film horor indonesia terlaris sepanjang masa dengan       penonton sejak tayang   maret  ;['film', 'horor', 'indonesia', 'terlaris', 'sepanjang', 'masa', 'dengan', 'penonton', 'sejak', 'tayang', 'maret'];['film', 'horor', 'indonesia', 'terlaris', 'sepanjang', 'masa', 'dengan', 'penonton', 'sejak', 'tayang', 'maret'];film horor indonesia terlaris sepanjang masa dengan penonton sejak tayang maret;film horor indonesia terlaris sepanjang masa dengan penonton sejak tayang maret;film horor indonesia laris panjang masa tonton sejak tayang maret
115;115;positive;Bertambah lagi film Indonesia yang bakal jadi favorite. Ya, #CriticalEleven setelah baca buku & nonton. Gak kecewa. Sama2 Bagus @ikanatassa;bertambah lagi film indonesia yang bakal jadi favorite ya setelah baca buku nonton gak kecewa sama bagus ikanatassa;['bertambah', 'lagi', 'film', 'indonesia', 'yang', 'bakal', 'jadi', 'favorite', 'ya', 'setelah', 'baca', 'buku', 'nonton', 'gak', 'kecewa', 'sama', 'bagus', 'ikanatassa'];['bertambah', 'lagi', 'film', 'indonesia', 'yang', 'bakal', 'jadi', 'favorite', 'ya', 'setelah', 'baca', 'buku', 'nonton', 'gak', 'kecewa', 'sama', 'bagus', 'ikanatassa'];bertambah lagi film indonesia yang bakal jadi favorite ya setelah baca buku nonton gak kecewa sama bagus ikanatassa;bertambah lagi film indonesia yang bakal jadi favorite ya setelah baca buku nonton gak kecewa sama bagus ikanatassa;tambah film indonesia bakal jadi favorite telah baca buku nonton gak kecewa sama bagus ikanatassa
116;116;positive;nah ini. coba nonton filmnya deh. asik parah ;nah ini coba nonton filmnya deh asik parah;['nah', 'ini', 'coba', 'nonton', 'filmnya', 'deh', 'asik', 'parah'];['nah', 'ini', 'coba', 'nonton', 'filmnya', 'deh', 'asik', 'parah'];nah ini coba nonton filmnya deh asik parah;nah ini coba nonton filmnya deh asik parah;nah coba nonton film deh asik parah
117;117;positive;Nonton Get Out bener2 gk punya ekspektasi apa2, cuma tertarik karna ini filmnya Jordan Peele, dan puas!! Keren parah, film sakit jiwa ini.;nonton get out bener gk punya ekspektasi apa cuma tertarik karna ini filmnya jordan peele dan puas keren parah film sakit jiwa ini;['nonton', 'get', 'out', 'bener', 'gk', 'punya', 'ekspektasi', 'apa', 'cuma', 'tertarik', 'karna', 'ini', 'filmnya', 'jordan', 'peele', 'dan', 'puas', 'keren', 'parah', 'film', 'sakit', 'jiwa', 'ini'];['nonton', 'get', 'out', 'bener', 'gk', 'punya', 'ekspektasi', 'apa', 'cuma', 'tertarik', 'karna', 'ini', 'filmnya', 'jordan', 'peele', 'dan', 'puas', 'keren', 'parah', 'film', 'sakit', 'jiwa', 'ini'];nonton get out bener gk punya ekspektasi apa cuma tertarik karna ini filmnya jordan peele dan puas keren parah film sakit jiwa ini;nonton get out bener gk punya ekspektasi apa cuma tertarik karna ini filmnya jordan peele dan puas keren parah film sakit jiwa ini;nonton get out bener gk punya ekspektasi apa cuma tarik karna film jordan peele puas keren parah film sakit jiwa
